Platform,Year,Genre,Publisher,NA_Sales
X360,2010.0,Action,505 Games,0.21
Wii,2008.0,Simulation,Electronic Arts,0.34
PS3,2008.0,Fighting,Midway Games,0.22
X360,2011.0,Misc,Ubisoft,0.29
PC,2011.0,Shooter,Take-Two Interactive,0.18
PSP,2010.0,Misc,Sega,0.0
PS2,2009.0,Role-Playing,Activision,0.23
SNES,1995.0,Puzzle,Nintendo,0.0
PS2,2005.0,Platform,Midway Games,0.34
SNES,1994.0,Sports,Konami Digital Entertainment,0.0
PS2,2001.0,Platform,Ubisoft,0.2
XOne,2015.0,Shooter,Take-Two Interactive,0.24
X360,2011.0,Shooter,Microsoft Game Studios,0.26
PS,2000.0,Fighting,Electronic Arts,0.23
PS2,2005.0,Action,Electronic Arts,0.34
PC,2012.0,Action,Electronic Arts,0.02
PS3,2012.0,Action,Capcom,0.18
DS,2009.0,Action,Ubisoft,0.19
DS,2009.0,Misc,Mentor Interactive,0.38
PS2,2002.0,Action,Activision,0.2
PS,2003.0,Misc,Sony Computer Entertainment,0.23
PS,2001.0,Sports,Sony Computer Entertainment,0.23
2600,1983.0,Adventure,Atari,0.38
PS3,2008.0,Misc,Disney Interactive Studios,0.08
3DS,2014.0,Simulation,Nintendo,0.0
X360,2007.0,Action,Ubisoft,0.36
2600,1981.0,Action,Coleco,0.38
Wii,2010.0,Action,Sega,0.17
PSV,2014.0,Misc,Sega,0.13
X360,2007.0,Strategy,Codemasters,0.34
GC,2003.0,Platform,THQ,0.31
PS3,2007.0,Action,Activision,0.32
PS3,2008.0,Sports,Sega,0.13
3DS,nan,Action,Warner Bros. Interactive Entertainment,0.18
WiiU,2013.0,Role-Playing,Square Enix,0.0
PS3,2008.0,Platform,THQ,0.12
GB,1997.0,Role-Playing,Imagineer,0.0
PS2,2009.0,Sports,Take-Two Interactive,0.33
PS2,2002.0,Misc,Midway Games,0.2
PS2,nan,Sports,Unknown,0.2
Wii,2012.0,Action,Activision,0.38
Wii,2009.0,Misc,Namco Bandai Games,0.0
PS3,2014.0,Action,Square Enix,0.1
2600,1982.0,Action,Sega,0.37
PS2,2005.0,Role-Playing,Midway Games,0.2
GC,2003.0,Sports,Electronic Arts,0.31
DS,2005.0,Strategy,Nintendo,0.3
DS,2009.0,Action,Konami Digital Entertainment,0.27
PS2,2008.0,Action,Tecmo Koei,0.0
PSP,2005.0,Fighting,THQ,0.36
PS2,2008.0,Action,Disney Interactive Studios,0.2
GBA,2005.0,Action,THQ,0.29
PS,1997.0,Strategy,Sony Computer Entertainment,0.0
GC,2005.0,Strategy,Nintendo,0.25
PS,1999.0,Sports,989 Studios,0.22
GC,2004.0,Action,THQ,0.31
XOne,2014.0,Misc,Ubisoft,0.29
SNES,1994.0,Fighting,Takara,0.0
XOne,2014.0,Sports,Electronic Arts,0.31
Wii,2007.0,Action,Ubisoft,0.34
Wii,2009.0,Action,Square Enix,0.22
PS3,2009.0,Sports,Activision Value,0.37
XOne,2016.0,Sports,Electronic Arts,0.23
SAT,1995.0,Fighting,Sega,0.0
PS,1999.0,Sports,989 Studios,0.22
PS3,2010.0,Action,Sega,0.14
PS2,2008.0,Platform,Vivendi Games,0.12
PSP,2011.0,Misc,Namco Bandai Games,0.0
N64,1999.0,Racing,Nintendo,0.32
N64,1997.0,Racing,Kemco,0.32
N64,1999.0,Sports,Acclaim Entertainment,0.37
N64,1997.0,Fighting,Midway Games,0.32
PS2,2001.0,Racing,Acclaim Entertainment,0.2
PS2,2004.0,Misc,Atari,0.33
PS,1999.0,Platform,Infogrames,0.22
X360,2010.0,Sports,Electronic Arts,0.27
DS,2009.0,Adventure,Focus Home Interactive,0.06
PS2,2007.0,Racing,Activision,0.2
PS2,2005.0,Sports,Sony Computer Entertainment,0.33
X360,2009.0,Action,LucasArts,0.18
PS2,2007.0,Sports,505 Games,0.2
PC,2010.0,Action,Take-Two Interactive,0.17
GBA,2001.0,Action,THQ,0.29
Wii,2009.0,Action,THQ,0.38
XB,2005.0,Racing,THQ,0.32
GC,2006.0,Action,Midway Games,0.31
DS,2009.0,Action,Sega,0.22
GC,2004.0,Simulation,Electronic Arts,0.24
PS,1999.0,Racing,Electronic Arts,0.22
GBA,2006.0,Role-Playing,Nintendo,0.0
GBA,2004.0,Action,THQ,0.29
DS,2007.0,Puzzle,Eidos Interactive,0.34
X360,2010.0,Sports,Activision,0.32
X360,2009.0,Fighting,THQ,0.2
WiiU,2014.0,Sports,Nintendo,0.19
X360,2007.0,Action,Eidos Interactive,0.12
PS,1999.0,Misc,Vivendi Games,0.22
SNES,1995.0,Role-Playing,ChunSoft,0.0
WiiU,2013.0,Platform,Sega,0.24
PS3,2008.0,Action,Sega,0.17
PS3,nan,Action,Konami Digital Entertainment,0.18
GC,2002.0,Shooter,Activision,0.31
XB,2001.0,Sports,Electronic Arts,0.35
PS,2000.0,Adventure,Sony Computer Entertainment,0.0
PS3,2012.0,Simulation,Namco Bandai Games,0.09
PS2,2003.0,Platform,Sony Computer Entertainment,0.19
PS,1996.0,Strategy,Virgin Interactive,0.22
PS2,nan,Simulation,Unknown,0.19
PS3,2010.0,Sports,Electronic Arts,0.22
PC,2010.0,Role-Playing,Electronic Arts,0.01
PS2,2004.0,Strategy,Namco Bandai Games,0.0
GC,2004.0,Shooter,Activision,0.31
DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.26
DS,2007.0,Role-Playing,D3Publisher,0.37
X360,2015.0,Adventure,Square Enix,0.17
X360,2006.0,Action,Eidos Interactive,0.29
SNES,1995.0,Role-Playing,Namco Bandai Games,0.0
X360,2010.0,Role-Playing,Sega,0.23
PS2,2005.0,Racing,Jester Interactive,0.33
PS2,2004.0,Fighting,Konami Digital Entertainment,0.19
PS3,2013.0,Misc,Ubisoft,0.17
PS2,2007.0,Action,Take-Two Interactive,0.19
XB,2005.0,Action,Activision,0.26
PS3,2013.0,Racing,Codemasters,0.07
3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.19
PS2,2007.0,Racing,THQ,0.19
PS3,2015.0,Action,Activision,0.15
N64,1998.0,Sports,Electronic Arts,0.38
Wii,2009.0,Sports,Take-Two Interactive,0.36
PS3,2011.0,Role-Playing,Square Enix,0.17
PS3,2008.0,Action,Sega,0.14
Wii,2007.0,Sports,505 Games,0.36
DS,2008.0,Racing,Activision,0.37
PSP,2011.0,Role-Playing,Level 5,0.0
PS,2000.0,Racing,Hasbro Interactive,0.22
PS,1997.0,Fighting,Virgin Interactive,0.22
2600,1982.0,Racing,Mattel Interactive,0.37
PS2,2002.0,Shooter,Namco Bandai Games,0.0
GBA,2003.0,Action,THQ,0.28
Wii,2008.0,Fighting,Tomy Corporation,0.34
PS2,2008.0,Sports,Electronic Arts,0.32
PSP,2011.0,Action,LucasArts,0.14
XB,2002.0,Shooter,Sega,0.29
Wii,2008.0,Role-Playing,Rising Star Games,0.18
GBA,2002.0,Role-Playing,Nintendo,0.0
PSP,2009.0,Action,THQ,0.39
3DS,2011.0,Sports,Electronic Arts,0.08
DS,2008.0,Sports,Ubisoft,0.36
X360,2012.0,Shooter,Take-Two Interactive,0.24
PSP,2008.0,Sports,Electronic Arts,0.23
2600,1981.0,Action,Activision,0.37
DS,2008.0,Misc,Activision,0.36
PSP,2006.0,Platform,Sony Computer Entertainment,0.14
PS,1998.0,Sports,Take-Two Interactive,0.22
DS,2008.0,Misc,THQ,0.36
GC,2004.0,Misc,Nintendo,0.3
PS4,2013.0,Misc,Ubisoft,0.18
PS3,2013.0,Adventure,Konami Digital Entertainment,0.31
PS,2001.0,Role-Playing,Enterbrain,0.0
3DS,2012.0,Role-Playing,Namco Bandai Games,0.18
X360,2011.0,Shooter,THQ,0.18
PSV,2012.0,Racing,Sony Computer Entertainment,0.14
DS,2009.0,Racing,Electronic Arts,0.22
Wii,2011.0,Adventure,Nintendo,0.19
DS,2005.0,Platform,Nintendo,0.34
X360,2010.0,Sports,Electronic Arts,0.18
3DS,2011.0,Strategy,Ubisoft,0.25
Wii,2011.0,Misc,Namco Bandai Games,0.0
PC,2005.0,Strategy,Microsoft Game Studios,0.0
XB,2003.0,Sports,Electronic Arts,0.29
PS3,2015.0,Sports,Sony Computer Entertainment,0.3
GBA,2004.0,Sports,Electronic Arts,0.28
N64,1999.0,Sports,Acclaim Entertainment,0.36
N64,2000.0,Fighting,Nintendo,0.0
N64,1998.0,Racing,Acclaim Entertainment,0.31
N64,1999.0,Action,3DO,0.31
PS3,nan,Action,Vivendi Games,0.18
GC,2005.0,Adventure,Nintendo,0.23
PC,2009.0,Simulation,Ubisoft,0.0
PS2,2003.0,Misc,Sony Computer Entertainment,0.19
Wii,2008.0,Misc,Activision,0.36
PS2,2000.0,Fighting,Ubisoft,0.16
PS2,2002.0,Action,Eidos Interactive,0.19
Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.37
WiiU,2012.0,Action,Activision,0.23
WiiU,2012.0,Misc,Ubisoft,0.22
SNES,1991.0,Fighting,Human Entertainment,0.0
PS2,2005.0,Sports,Activision,0.19
PS3,2006.0,Role-Playing,Activision,0.33
DS,2009.0,Adventure,THQ,0.24
PS3,2008.0,Racing,Capcom,0.07
Wii,2008.0,Simulation,Ubisoft,0.34
PS2,2003.0,Misc,Ubisoft,0.19
PS3,2013.0,Sports,Electronic Arts,0.16
SNES,1992.0,Fighting,Takara,0.0
X360,2013.0,Simulation,Focus Home Interactive,0.22
GB,2001.0,Role-Playing,Banpresto,0.0
Wii,2007.0,Adventure,Ubisoft,0.35
3DS,2011.0,Sports,Electronic Arts,0.36
GBA,2005.0,Simulation,Electronic Arts,0.28
PS2,2006.0,Platform,Vivendi Games,0.19
PS3,2014.0,Sports,Sony Computer Entertainment America,0.35
SNES,1994.0,Sports,Namco Bandai Games,0.0
PS2,2002.0,Racing,Capcom,0.19
XB,2005.0,Shooter,Ubisoft,0.29
DS,2009.0,Misc,Avanquest,0.26
Wii,2009.0,Sports,505 Games,0.36
PS2,2007.0,Sports,Electronic Arts,0.19
PS2,2008.0,Misc,Konami Digital Entertainment,0.19
2600,1981.0,Action,Data Age,0.36
PS,1999.0,Simulation,Konami Digital Entertainment,0.0
3DS,2011.0,Action,Tecmo Koei,0.12
X360,2006.0,Action,Eidos Interactive,0.27
DS,2009.0,Action,Activision,0.2
Wii,2009.0,Misc,Nordic Games,0.0
GBA,2003.0,Sports,Electronic Arts,0.28
DS,2007.0,Misc,Ubisoft,0.38
PS4,2015.0,Action,Deep Silver,0.13
PS2,2003.0,Action,THQ,0.19
3DS,2013.0,Action,Namco Bandai Games,0.05
DS,2008.0,Role-Playing,Sega,0.16
PS,1996.0,Sports,Electronic Arts Victor,0.21
PS3,2009.0,Sports,Sega,0.09
SNES,1991.0,Sports,Nintendo,0.0
PS2,2003.0,Role-Playing,Ghostlight,0.07
GB,1998.0,Platform,Nintendo,0.0
PS,1997.0,Racing,GT Interactive,0.21
PSV,2013.0,Role-Playing,Nippon Ichi Software,0.16
PS,1998.0,Racing,Human Entertainment,0.0
DS,2009.0,Simulation,Ubisoft,0.24
XB,2004.0,Sports,Sega,0.29
PS2,2007.0,Action,Warner Bros. Interactive Entertainment,0.19
Wii,2008.0,Sports,Activision Value,0.36
Wii,2009.0,Role-Playing,Rising Star Games,0.17
PS2,2007.0,Strategy,Namco Bandai Games,0.0
WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.17
PS3,2008.0,Misc,Disney Interactive Studios,0.27
Wii,2009.0,Misc,Pinnacle,0.0
PSV,2015.0,Role-Playing,Namco Bandai Games,0.0
PS3,2010.0,Sports,Black Bean Games,0.15
GBA,2005.0,Platform,Jack of All Games,0.27
PSP,2009.0,Fighting,Namco Bandai Games,0.13
PS2,2001.0,Sports,Sony Computer Entertainment,0.19
GC,2002.0,Shooter,Acclaim Entertainment,0.3
X360,2015.0,Shooter,Activision,0.22
DS,2007.0,Simulation,Atari,0.07
PS2,2002.0,Strategy,Namco Bandai Games,0.0
GBA,2002.0,Action,Ubisoft,0.27
PS2,2008.0,Sports,Sega,0.1
PS2,2002.0,Action,Sega,0.19
PS3,2007.0,Sports,Electronic Arts,0.29
SAT,1995.0,Role-Playing,Atlus,0.0
3DS,2011.0,Platform,Ubisoft,0.11
PS3,2007.0,Sports,Electronic Arts,0.35
GC,2005.0,Fighting,Electronic Arts,0.3
PS3,2014.0,Sports,Electronic Arts,0.21
PS,1994.0,Sports,Sony Computer Entertainment,0.11
XOne,2016.0,Racing,Microsoft Game Studios,0.15
Wii,2009.0,Action,Codemasters,0.12
PS,1998.0,Action,Eidos Interactive,0.21
PS,2000.0,Strategy,Namco Bandai Games,0.0
PS2,2005.0,Misc,THQ,0.19
PS2,2004.0,Racing,Empire Interactive,0.19
3DS,2013.0,Adventure,Capcom,0.0
GC,2003.0,Sports,Electronic Arts,0.29
PS2,2010.0,Sports,Electronic Arts,0.19
PS4,2015.0,Role-Playing,Namco Bandai Games,0.16
GBA,2004.0,Action,Disney Interactive Studios,0.27
3DS,2012.0,Action,Konami Digital Entertainment,0.15
PS2,2003.0,Strategy,Atari,0.19
DS,2006.0,Misc,Nintendo,0.31
PS3,2006.0,Sports,Take-Two Interactive,0.3
PS,1996.0,Action,Namco Bandai Games,0.0
PS2,2002.0,Role-Playing,Enix Corporation,0.07
PS2,2000.0,Shooter,Konami Digital Entertainment,0.19
GB,1991.0,Role-Playing,SquareSoft,0.0
Wii,2009.0,Sports,Sega,0.13
PS2,2008.0,Platform,Take-Two Interactive,0.19
PS2,2008.0,Action,Sega,0.32
PS2,2008.0,Shooter,Electronic Arts,0.21
Wii,2011.0,Sports,Activision,0.34
PS3,2010.0,Fighting,Electronic Arts,0.16
PSP,2010.0,Action,Sega,0.18
Wii,2009.0,Racing,Codemasters,0.11
SAT,1996.0,Simulation,Konami Digital Entertainment,0.0
PS,1999.0,Action,Sony Computer Entertainment,0.21
DS,2009.0,Misc,Activision,0.13
XB,2002.0,Action,Interplay,0.28
PS2,2007.0,Racing,THQ,0.32
PS,1998.0,Racing,GT Interactive,0.21
SNES,1995.0,Strategy,Banpresto,0.0
PSP,2007.0,Sports,Electronic Arts,0.14
GC,2003.0,Adventure,Nintendo,0.24
PSP,2011.0,Misc,Namco Bandai Games,0.0
3DS,2012.0,Role-Playing,Atlus,0.12
PS,2000.0,Racing,Sony Computer Entertainment,0.21
PS,1999.0,Sports,989 Sports,0.21
WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.26
PS3,2016.0,Sports,Electronic Arts,0.02
PC,2011.0,Action,THQ,0.16
PS4,2014.0,Misc,Ubisoft,0.19
PS2,2008.0,Action,Activision,0.12
Wii,2010.0,Simulation,Activision,0.32
2600,nan,Puzzle,Atari,0.35
DS,2008.0,Simulation,Ubisoft,0.35
Wii,2010.0,Misc,MTV Games,0.22
2600,1982.0,Action,Atari,0.35
DS,2010.0,Racing,Activision,0.35
PSV,2013.0,Action,Tecmo Koei,0.05
PS2,2004.0,Misc,Sony Computer Entertainment,0.18
XB,2005.0,Simulation,Konami Digital Entertainment,0.28
PS3,2014.0,Fighting,Namco Bandai Games,0.0
PS2,2010.0,Fighting,THQ,0.24
PC,2010.0,Racing,Electronic Arts,0.12
DS,2006.0,Platform,Vivendi Games,0.34
3DS,2011.0,Sports,Konami Digital Entertainment,0.11
3DS,2011.0,Role-Playing,Ghostlight,0.28
DS,2009.0,Role-Playing,Namco Bandai Games,0.13
Wii,2009.0,Fighting,THQ,0.31
PS3,2011.0,Shooter,Sega,0.15
PSP,nan,Action,Sega,0.11
GC,2004.0,Action,Electronic Arts,0.29
X360,2005.0,Shooter,Activision,0.32
DS,2008.0,Adventure,Ubisoft,0.35
2600,1986.0,Shooter,Atari,0.35
DS,2008.0,Simulation,Ubisoft,0.35
PS2,2006.0,Fighting,Atari,0.09
DS,2009.0,Simulation,THQ,0.35
WiiU,2012.0,Sports,Ubisoft,0.21
PS3,2014.0,Shooter,Sega,0.12
DS,2008.0,Fighting,Takara Tomy,0.19
PS3,2009.0,Action,Konami Digital Entertainment,0.13
DS,2007.0,Platform,Vivendi Games,0.32
PS,1997.0,Fighting,SquareSoft,0.0
DS,2010.0,Action,Scholastic Inc.,0.35
X360,2009.0,Misc,Electronic Arts,0.12
PS2,2008.0,Sports,Electronic Arts,0.16
GC,2005.0,Action,Activision,0.29
PS4,2016.0,Adventure,Square Enix,0.14
X360,2007.0,Role-Playing,Microsoft Game Studios,0.18
XB,2002.0,Sports,Microsoft Game Studios,0.28
Wii,2007.0,Sports,Take-Two Interactive,0.34
X360,2006.0,Sports,Spike,0.34
PS,1994.0,Shooter,Sony Computer Entertainment,0.08
PS2,2006.0,Simulation,Ubisoft,0.18
Wii,2009.0,Action,Eidos Interactive,0.17
PC,2016.0,Shooter,Ubisoft,0.2
PSP,2011.0,Role-Playing,Sega,0.0
DS,2008.0,Simulation,Ubisoft,0.34
XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.21
GC,2002.0,Platform,THQ,0.29
PS2,2003.0,Sports,Natsume,0.18
PS2,2004.0,Sports,Activision,0.18
PSP,2010.0,Action,Ubisoft,0.09
PS2,2006.0,Action,Midway Games,0.18
PS2,2002.0,Sports,3DO,0.18
PSP,2010.0,Sports,Electronic Arts,0.35
SNES,1994.0,Sports,Human Entertainment,0.0
SAT,1995.0,Shooter,Sega,0.0
Wii,2011.0,Sports,Electronic Arts,0.21
PC,2011.0,Shooter,Bethesda Softworks,0.14
PS2,2007.0,Action,Activision,0.31
PS,1998.0,Adventure,Sony Computer Entertainment,0.0
X360,2011.0,Role-Playing,Square Enix,0.21
PSP,2007.0,Racing,THQ,0.06
Wii,2009.0,Sports,Destineer,0.35
N64,2000.0,Role-Playing,ChunSoft,0.0
N64,1999.0,Shooter,Acclaim Entertainment,0.3
N64,2000.0,Action,THQ,0.3
2600,1981.0,Action,Imagic,0.35
GC,2004.0,Role-Playing,Nintendo,0.29
PSP,2012.0,Action,Electronic Arts,0.05
PS3,2009.0,Strategy,Electronic Arts,0.14
PSP,2007.0,Action,Electronic Arts,0.1
PC,2008.0,Strategy,Sega,0.0
GC,2002.0,Action,Nintendo,0.28
DS,2007.0,Puzzle,Namco Bandai Games,0.0
GBA,2003.0,Sports,Knowledge Adventure,0.26
PS3,2009.0,Platform,Capcom,0.12
X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.17
GBA,2003.0,Adventure,Square Enix,0.0
PS4,2015.0,Action,Bethesda Softworks,0.11
PSP,2006.0,Role-Playing,Activision,0.33
PSP,2005.0,Sports,Electronic Arts,0.34
SNES,1994.0,Strategy,Banpresto,0.0
PS2,2006.0,Sports,Electronic Arts,0.17
N64,1999.0,Sports,Konami Digital Entertainment,0.37
3DS,2014.0,Misc,Square Enix,0.13
DS,2005.0,Simulation,Nintendo,0.3
SNES,1994.0,Role-Playing,Atlus,0.0
PS2,2006.0,Role-Playing,Namco Bandai Games,0.09
Wii,2008.0,Simulation,Game Factory,0.34
PC,2014.0,Strategy,Take-Two Interactive,0.11
PC,2011.0,Action,Electronic Arts,0.09
DC,1998.0,Fighting,Sega,0.0
PS3,2011.0,Action,Activision,0.11
GB,1997.0,Strategy,ASCII Entertainment,0.0
PS4,2013.0,Platform,Activision,0.2
PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.17
PS4,2015.0,Misc,Harmonix Music Systems,0.25
PC,2009.0,Shooter,Valve Software,0.0
PS2,2007.0,Simulation,Electronic Arts,0.3
PSP,2006.0,Sports,Electronic Arts,0.34
Wii,2008.0,Action,Disney Interactive Studios,0.31
XB,nan,Sports,Electronic Arts,0.31
DS,2009.0,Racing,Activision,0.25
DS,2007.0,Sports,Atari,0.33
GC,2004.0,Shooter,Electronic Arts,0.28
SNES,1994.0,Sports,Media Rings,0.0
PS2,2008.0,Fighting,Namco Bandai Games,0.08
SAT,1996.0,Adventure,Elf,0.0
X360,2010.0,Action,Ubisoft,0.24
PS2,2001.0,Sports,Konami Digital Entertainment,0.18
DS,nan,Puzzle,Unknown,0.32
PS4,2016.0,Action,Capcom,0.09
SNES,1994.0,Fighting,Human Entertainment,0.0
SNES,1993.0,Fighting,Namco Bandai Games,0.0
PS2,2002.0,Adventure,ChunSoft,0.0
PS2,2003.0,Sports,3DO,0.18
PS2,2005.0,Action,Vivendi Games,0.18
PS2,2005.0,Shooter,Midway Games,0.18
DS,2010.0,Fighting,Namco Bandai Games,0.0
PSP,2006.0,Role-Playing,Square Enix,0.17
PSP,2008.0,Sports,Electronic Arts,0.07
X360,2013.0,Action,Deep Silver,0.17
X360,2013.0,Sports,Electronic Arts,0.21
PSP,2008.0,Platform,Sony Computer Entertainment,0.21
PS2,2001.0,Simulation,Tecmo Koei,0.11
PS2,2005.0,Action,THQ,0.18
X360,2010.0,Action,Activision,0.24
X360,2009.0,Fighting,PQube,0.21
PS,1997.0,Simulation,Activision,0.2
PS3,2013.0,Shooter,D3Publisher,0.04
GBA,2002.0,Action,Nintendo,0.26
PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.14
Wii,2009.0,Misc,Ubisoft,0.33
PS,1997.0,Action,Namco Bandai Games,0.0
GBA,nan,Action,Unknown,0.26
X360,nan,Strategy,Kalypso Media,0.2
DS,2008.0,Racing,Warner Bros. Interactive Entertainment,0.29
Wii,2009.0,Sports,Take-Two Interactive,0.33
WiiU,2012.0,Action,Ubisoft,0.19
SNES,1997.0,Platform,Nintendo,0.0
PS,1997.0,Sports,Starfish,0.2
PS2,2000.0,Sports,Sony Computer Entertainment,0.18
XB,2005.0,Action,Take-Two Interactive,0.27
NES,1993.0,Action,Ocean,0.25
N64,1997.0,Action,Konami Digital Entertainment,0.07
N64,1997.0,Puzzle,Nintendo,0.29
N64,2000.0,Action,THQ,0.29
PSV,2013.0,Fighting,Marvelous Entertainment,0.13
Wii,2008.0,Sports,Zushi Games,0.33
PS,2001.0,Racing,Activision,0.2
PS3,2009.0,Misc,Activision,0.2
GBA,2001.0,Sports,Activision,0.26
Wii,2008.0,Sports,Bethesda Softworks,0.33
XB,2004.0,Simulation,Microsoft Game Studios,0.27
PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.12
GBA,2002.0,Simulation,Jorudan,0.0
SNES,1994.0,Role-Playing,Laguna,0.0
WiiU,2013.0,Shooter,Activision,0.23
PS,1999.0,Racing,LEGO Media,0.2
Wii,2011.0,Sports,Take-Two Interactive,0.3
Wii,2009.0,Fighting,Ubisoft,0.33
X360,2011.0,Misc,Microsoft Game Studios,0.27
XB,2003.0,Sports,Sega,0.27
DS,2007.0,Racing,"Destination Software, Inc",0.33
PS2,2005.0,Fighting,Atari,0.0
X360,2015.0,Misc,Ubisoft,0.23
DS,2007.0,Strategy,THQ,0.07
PS2,2004.0,Sports,Zoo Digital Publishing,0.18
PS2,2004.0,Sports,Sega,0.0
PS3,2010.0,Action,Capcom,0.18
PS3,2012.0,Shooter,Activision,0.11
PSP,2012.0,Strategy,Namco Bandai Games,0.0
Wii,2011.0,Fighting,THQ,0.24
PS2,2003.0,Platform,Take-Two Interactive,0.18
PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.18
PS,2000.0,Simulation,Konami Digital Entertainment,0.0
PS3,2008.0,Adventure,Sega,0.0
Wii,2009.0,Misc,Mindscape,0.0
GBA,2001.0,Strategy,Banpresto,0.0
PC,nan,Action,Square Enix,0.06
Wii,2007.0,Action,Zoo Digital Publishing,0.33
PC,2013.0,Strategy,THQ,0.06
PS3,2013.0,Shooter,Trion Worlds,0.19
Wii,2011.0,Misc,Nordic Games,0.0
PS,1995.0,Fighting,New,0.0
2600,1981.0,Action,Mattel Interactive,0.33
Wii,2010.0,Simulation,Konami Digital Entertainment,0.29
XB,2002.0,Action,Electronic Arts,0.27
X360,2010.0,Fighting,Electronic Arts,0.23
PSP,2011.0,Role-Playing,Namco Bandai Games,0.0
PS,1998.0,Racing,Acclaim Entertainment,0.2
SNES,1994.0,Platform,Konami Digital Entertainment,0.0
PS3,2008.0,Misc,Electronic Arts,0.25
DS,2010.0,Platform,Capcom,0.21
PS2,2001.0,Racing,Midway Games,0.17
PSP,2009.0,Action,Electronic Arts,0.24
PS2,2009.0,Sports,Take-Two Interactive,0.17
PSP,2009.0,Sports,Sega,0.0
DC,1999.0,Sports,Sega,0.0
DS,2008.0,Adventure,Take-Two Interactive,0.33
PS,1997.0,Racing,Psygnosis,0.06
XB,2001.0,Platform,TDK Mediactive,0.25
DS,2009.0,Adventure,Ubisoft,0.16
PSP,2007.0,Shooter,Sony Computer Entertainment,0.32
PS,1998.0,Action,Sony Computer Entertainment,0.2
Wii,2006.0,Simulation,Nintendo,0.28
GBA,2005.0,Sports,Atari,0.25
XOne,2016.0,Role-Playing,Namco Bandai Games,0.23
PS2,2005.0,Sports,Zoo Digital Publishing,0.17
GC,2005.0,Adventure,THQ,0.27
PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.08
GB,1996.0,Puzzle,Nintendo,0.0
PS3,2013.0,Action,Capcom,0.1
Wii,2007.0,Strategy,Nintendo,0.22
PS2,2004.0,Sports,Global Star,0.17
Wii,2010.0,Misc,THQ,0.25
3DS,2013.0,Action,Namco Bandai Games,0.0
PS3,2010.0,Sports,Sega,0.09
PS2,2003.0,Misc,Hudson Soft,0.0
PS3,2009.0,Action,Eidos Interactive,0.14
X360,2012.0,Fighting,Namco Bandai Games,0.19
PS2,2003.0,Action,Ubisoft,0.17
GBA,2002.0,Action,Activision,0.25
XB,2003.0,Sports,Zoo Digital Publishing,0.26
X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13
PS2,2006.0,Sports,Konami Digital Entertainment,0.0
3DS,2014.0,Role-Playing,Nintendo,0.08
WiiU,2016.0,Shooter,Nintendo,0.16
SNES,1995.0,Action,Laguna,0.04
DS,2009.0,Action,Eidos Interactive,0.17
SNES,1993.0,Racing,Nintendo,0.0
PS2,2001.0,Fighting,Virgin Interactive,0.15
PS2,2003.0,Racing,THQ,0.17
PS,2000.0,Role-Playing,Atlus,0.03
GBA,2003.0,Action,THQ,0.25
DS,2011.0,Fighting,Namco Bandai Games,0.0
PS3,2011.0,Fighting,Namco Bandai Games,0.2
Wii,2010.0,Misc,Konami Digital Entertainment,0.31
DS,2008.0,Simulation,Electronic Arts,0.3
Wii,2009.0,Adventure,Disney Interactive Studios,0.13
Wii,2013.0,Strategy,Activision,0.21
Wii,nan,Action,nan,0.15
DS,2007.0,Platform,Capcom,0.23
N64,2000.0,Sports,Konami Digital Entertainment,0.0
PS3,2013.0,Shooter,City Interactive,0.05
PS3,2010.0,Sports,Ubisoft,0.11
Wii,2011.0,Action,Electronic Arts,0.18
X360,2010.0,Strategy,Square Enix,0.23
PS2,2003.0,Action,Capcom,0.17
GC,2006.0,Racing,Electronic Arts,0.27
GBA,2003.0,Action,THQ,0.25
DS,2005.0,Action,THQ,0.32
PS2,2004.0,Platform,THQ,0.17
PS,2000.0,Action,THQ,0.19
XB,2003.0,Misc,Microsoft Game Studios,0.26
X360,2011.0,Fighting,THQ,0.18
PS3,2010.0,Shooter,Sony Computer Entertainment,0.13
PS2,2007.0,Sports,Take-Two Interactive,0.17
PS2,2009.0,Misc,Activision,0.17
PS2,2002.0,Fighting,Sammy Corporation,0.09
X360,2008.0,Racing,Capcom,0.11
PSP,2010.0,Strategy,Konami Digital Entertainment,0.13
PS3,2008.0,Shooter,Activision,0.23
PS2,2005.0,Shooter,Ubisoft,0.17
PS,2001.0,Role-Playing,Namco Bandai Games,0.0
PS2,2008.0,Platform,Brash Entertainment,0.17
PS2,2002.0,Sports,Acclaim Entertainment,0.17
PS2,2003.0,Misc,Konami Digital Entertainment,0.17
GC,2004.0,Sports,Electronic Arts,0.27
DS,2008.0,Misc,Nobilis,0.32
