Platform,Year,Genre,Publisher,NA_Sales
5,2008,0,7,46
5,2011,3,76,35
12,2000,9,39,28
1,1993,1,12,28
12,1999,8,52,28
9,2014,3,16,15
12,1998,9,12,12
0,2008,8,2,17
4,2009,7,11,23
22,2012,8,3,26
5,2007,8,28,9
0,2010,5,32,46
5,2008,8,4,21
6,2000,0,7,17
6,2003,0,8,26
6,2006,8,21,25
0,2007,8,28,44
6,2003,6,7,25
13,2005,6,4,38
8,2005,10,32,37
5,2007,8,3,36
5,2006,0,7,47
6,2005,8,28,25
12,1999,11,9,10
3,2006,5,0,26
6,2005,0,7,25
8,2002,0,4,37
8,2004,8,7,37
3,2007,5,5,48
12,1999,6,3,17
14,2006,7,7,46
3,2008,8,8,35
13,2002,0,8,38
12,2001,0,7,28
6,2002,5,3,25
0,2007,5,5,46
6,2002,8,21,13
14,2009,3,7,26
4,2013,9,25,28
15,2006,0,4,48
6,2001,5,3,25
17,2014,8,19,34
16,2010,3,16,13
5,2010,8,5,17
12,1996,0,14,8
3,2009,4,5,35
6,2002,2,161,25
14,2015,11,4,18
4,2012,0,7,28
16,2009,9,25,12
4,2009,8,7,26
10,2014,3,16,17
0,2009,0,14,12
4,2011,6,4,25
3,2008,5,0,26
18,2003,0,7,40
6,2003,0,14,26
6,2000,3,28,25
12,1997,0,117,28
16,2006,0,7,47
0,2008,0,8,46
0,2007,11,0,28
16,2004,8,48,18
8,2005,5,28,37
4,2009,9,25,36
11,1999,5,28,41
1,1985,1,0,26
11,1999,0,14,1
4,2010,0,2,47
3,2009,8,4,33
5,2010,6,4,24
0,2006,1,28,45
5,2008,8,5,19
13,2003,0,7,44
12,1996,11,57,26
8,2002,1,28,37
4,2006,9,28,44
6,2006,7,25,15
5,2010,11,5,18
5,2008,3,16,32
16,2007,2,10,8
19,2015,8,19,30
3,2007,4,0,17
16,2007,3,16,36
6,2006,0,7,42
16,2009,8,7,18
17,2016,8,1,27
0,2010,8,2,47
13,2004,5,67,37
6,2007,0,2,25
25,2000,3,9,26
4,2006,2,7,42
10,2015,8,7,18
14,2008,7,141,26
8,2004,9,10,36
14,2012,8,6,26
3,2007,7,28,46
13,2004,0,39,37
6,2004,8,14,25
15,1988,6,4,47
6,2005,5,12,22
17,2015,5,4,28
5,2014,6,6,14
6,2002,5,52,25
3,2009,10,95,12
12,1997,0,3,28
8,2004,8,28,36
4,2012,2,35,10
4,2008,0,7,45
6,2006,2,8,42
6,2003,1,19,25
4,2006,6,6,23
15,1983,8,10,47
4,2011,10,7,27
4,2011,8,14,10
5,2006,0,7,31
13,2003,2,2,42
5,2009,3,131,22
5,2011,3,12,26
3,2005,9,10,14
18,2006,10,28,39
12,2001,5,28,28
6,2001,8,20,25
6,2006,8,21,25
6,2008,5,32,25
15,1982,6,4,47
6,2002,5,4,25
6,2008,1,23,25
4,2015,0,2,27
4,2014,8,19,20
0,2010,7,11,34
0,2007,5,7,43
9,2012,5,16,22
5,2011,9,131,27
0,2006,0,7,46
11,2000,8,28,40
4,2007,7,14,46
6,2002,7,4,24
8,2001,3,0,13
0,2011,5,0,27
6,2004,11,57,26
3,2010,10,32,27
4,2007,0,7,45
3,2004,8,4,41
12,1995,0,162,28
13,2004,9,48,30
12,1997,3,50,11
22,2013,0,7,11
6,2002,6,17,24
5,2009,8,7,20
6,2004,8,28,24
4,2013,8,14,28
6,2010,0,7,41
4,2012,0,2,47
17,2014,6,8,22
3,2008,5,5,46
6,2004,3,12,11
4,2011,2,32,28
0,2009,2,4,28
18,2004,0,4,38
6,2003,2,28,24
7,1996,0,25,26
5,2008,8,25,9
6,2005,8,4,24
8,2001,1,5,36
6,2008,11,25,26
12,1996,3,3,26
6,2007,8,21,41
6,2005,8,4,41
5,2012,8,32,21
6,2002,6,52,24
4,2014,8,6,25
15,1982,0,10,46
6,2007,1,28,24
15,1981,8,10,46
15,1982,8,163,46
9,2011,2,25,19
0,2007,2,28,46
4,2011,8,25,30
9,2011,8,12,16
9,2011,8,8,26
4,2006,0,4,44
8,2004,0,4,35
5,2011,2,3,21
15,1980,0,4,46
5,2015,8,16,26
22,2014,8,19,9
6,2005,8,10,41
4,2010,6,16,20
4,2012,8,19,31
18,2002,9,28,38
9,2013,1,8,24
8,2003,8,28,35
13,2004,6,7,34
0,2008,10,116,45
3,2006,1,28,45
18,2003,7,7,35
6,2005,3,16,12
3,2008,0,7,12
6,2006,6,25,26
7,1993,4,0,26
13,2006,8,23,37
0,2009,6,4,24
9,2014,5,0,18
11,1997,0,7,16
4,2008,9,10,24
3,2010,8,4,42
14,2010,6,7,20
4,2012,6,6,28
23,1997,0,8,26
5,2013,8,11,7
6,2004,0,10,24
6,2009,2,3,26
6,2003,0,20,24
9,2012,8,32,36
3,2013,8,19,28
6,2003,5,25,26
4,2008,10,10,14
12,2001,9,10,26
6,2009,6,4,25
16,2008,0,8,26
14,2008,6,88,26
18,2001,2,30,36
6,2003,2,39,24
5,2014,2,35,7
13,2002,8,25,36
0,2009,0,164,45
12,1999,8,29,27
3,2008,10,5,8
9,2011,2,5,27
6,2001,5,68,26
9,2011,8,0,31
6,2005,3,25,7
7,1995,7,28,26
3,2007,8,23,42
14,2008,8,5,1
5,2015,6,7,12
0,2007,8,7,38
3,2008,5,5,44
5,2009,6,19,19
22,2012,2,8,12
4,2007,5,1,43
0,2009,6,7,33
3,2007,4,5,26
6,2007,8,4,40
22,2012,8,14,16
3,2006,3,0,16
8,2005,8,4,35
0,2009,0,25,15
0,2007,7,7,42
9,2014,0,0,15
8,2004,2,86,35
12,1999,3,14,26
13,2004,0,7,36
0,2009,8,14,23
15,1983,6,10,45
7,1991,10,14,26
4,2008,5,1,27
4,2008,6,58,22
4,2010,6,4,20
6,2003,5,10,24
6,2006,8,28,40
12,1999,9,30,27
0,2008,5,157,42
4,2006,0,7,44
12,1998,9,4,27
14,2014,8,165,8
16,2009,5,31,24
3,2010,10,12,25
4,2008,1,23,22
16,2010,0,7,9
6,2003,7,17,24
3,2008,8,2,44
11,1998,0,30,44
11,1999,7,166,25
6,2008,0,7,40
6,2007,7,28,24
19,2012,8,7,18
3,2005,7,70,41
12,1999,2,4,27
5,2011,3,53,26
14,2014,7,8,26
6,2000,11,7,23
0,2010,2,7,18
19,2015,8,4,25
4,2008,7,1,16
3,2011,8,2,45
0,2010,8,0,38
12,1999,0,42,27
0,2007,1,4,42
8,2001,2,167,34
5,2007,8,48,14
0,2008,8,21,14
3,2009,3,16,12
4,2014,3,1,25
13,2005,0,7,35
4,2006,0,7,19
6,2009,8,28,19
15,1981,2,4,45
0,2008,2,168,6
0,2008,7,7,37
6,2002,2,150,23
3,2009,2,28,35
0,2008,2,5,15
5,2006,1,61,26
6,2000,4,3,14
15,1989,8,4,45
12,1996,6,30,24
11,1998,0,7,45
9,2015,3,0,16
15,2006,9,169,44
5,2008,6,58,23
4,2008,6,39,25
6,2002,9,4,23
4,2012,9,12,31
6,2006,8,7,39
0,2009,2,7,19
3,2006,8,5,43
4,2010,3,7,33
7,1995,4,91,26
12,2000,8,39,26
3,2005,1,14,37
5,2014,9,25,15
5,2013,8,4,23
12,1995,8,87,26
6,2001,8,3,23
5,2012,8,14,21
4,2014,0,7,14
0,2010,9,28,30
0,2011,3,16,26
6,2000,9,89,5
0,2008,7,5,42
19,2014,8,19,23
8,2002,1,0,26
6,2006,3,16,4
6,2002,2,28,23
4,2007,3,1,41
22,2012,8,7,26
22,2011,0,8,5
14,2009,11,28,26
16,2007,2,8,10
3,2010,8,37,26
3,2007,1,4,41
5,2015,8,32,14
6,2005,2,39,23
11,1998,1,0,27
11,1997,2,103,28
11,1998,3,14,38
12,1999,5,123,26
11,1997,6,39,38
0,2009,4,7,34
14,2010,7,7,26
4,2005,9,48,30
15,1987,8,4,44
4,2011,8,8,28
0,2009,1,32,28
6,2006,0,39,23
13,2006,2,7,35
0,2006,0,7,43
17,2015,0,7,37
14,2011,0,7,4
12,1999,5,35,26
3,2007,8,4,43
4,2013,0,2,44
7,1995,5,68,26
6,2005,0,14,26
14,2011,7,7,26
6,2009,2,28,27
6,2003,2,35,23
4,2014,0,7,35
8,2006,10,32,33
6,2005,5,4,39
9,2012,3,37,26
12,1996,0,7,26
0,2010,5,124,26
8,2005,8,5,33
5,2011,2,28,24
3,2008,8,12,22
3,2007,4,150,43
6,2004,9,10,23
18,2005,5,0,36
18,2004,8,14,30
3,2007,0,5,46
6,2002,0,4,23
6,2007,10,14,23
3,2008,1,23,26
8,2001,6,28,33
5,2007,2,28,35
8,2004,4,0,25
13,2005,6,28,34
8,2002,5,52,33
15,2006,8,10,43
0,2011,5,170,44
12,1999,0,5,26
0,2007,8,23,40
5,2011,6,19,21
8,2005,1,32,33
6,2002,8,171,20
16,2007,6,3,25
7,1992,0,25,26
6,2001,11,28,13
7,1993,1,25,26
8,2002,1,4,33
14,2014,6,6,12
5,2011,6,28,13
8,2004,1,28,33
9,2012,8,0,20
3,2008,11,2,38
16,2006,2,3,37
3,2008,1,2,27
6,2007,5,3,23
6,2005,6,5,38
0,2010,0,14,36
3,2011,8,4,34
6,2005,9,10,38
8,2001,1,28,33
5,2008,1,23,19
12,1999,2,39,26
16,2006,6,5,23
3,2008,10,28,42
9,2016,8,0,4
12,1996,0,3,26
4,2013,8,4,26
6,2005,6,5,38
5,2011,0,8,9
17,2014,0,7,30
15,1983,8,10,43
6,2002,8,3,22
6,2003,5,3,22
8,2001,8,28,33
8,2003,2,23,33
5,2009,8,17,19
5,2015,7,101,11
3,2006,9,8,30
0,2011,0,7,43
3,2009,5,19,33
17,2015,8,19,26
3,2011,5,28,37
6,2009,1,3,22
6,2002,5,68,26
4,2008,11,7,18
16,2006,8,21,9
4,2015,8,4,24
4,2007,8,8,30
12,2000,2,4,25
0,2010,8,19,28
22,2015,3,25,8
12,1999,9,18,25
6,2005,6,172,22
16,2007,2,7,2
4,2006,0,7,42
4,2009,2,5,24
7,1994,6,93,26
6,2002,3,10,14
4,2013,1,5,19
8,2003,3,0,26
5,2010,3,48,22
0,2009,10,4,42
9,2015,4,0,5
4,2010,8,7,21
13,2003,0,1,36
0,2010,5,32,43
12,1995,7,3,25
0,2007,8,32,39
5,2011,6,28,20
5,2011,5,3,26
22,2015,5,131,13
5,2009,3,25,26
17,2014,8,16,26
16,2009,8,115,3
8,2005,1,28,33
22,2013,3,25,15
12,1999,6,10,25
9,2014,8,19,21
0,2007,10,4,42
7,1996,0,14,26
10,2014,10,173,12
6,2005,0,14,26
18,2003,8,10,34
0,2008,1,23,36
13,2004,2,7,34
7,1995,0,174,26
3,2007,4,34,42
18,2002,3,52,23
3,2012,5,4,3
6,2002,8,175,22
22,2012,6,3,21
0,2012,0,2,39
9,2011,9,115,13
13,2006,6,23,32
3,2008,5,5,41
6,2006,0,7,38
14,2014,8,5,14
0,2008,5,14,42
4,2011,0,2,40
4,2008,6,4,30
15,1985,4,4,42
12,1998,0,42,25
6,2005,6,39,22
12,1998,0,25,26
4,2007,2,8,12
6,2004,0,7,22
4,2008,9,39,26
13,2003,6,4,34
0,2007,11,17,39
15,1981,7,10,42
5,2010,8,4,26
4,2011,6,19,30
3,2007,5,5,41
10,2016,6,7,17
0,2009,5,31,42
5,2015,0,14,8
12,1998,8,4,25
3,2009,8,4,27
0,2009,0,14,9
8,2004,5,14,32
5,2009,5,3,11
22,2013,3,25,26
0,2009,8,0,10
6,2001,0,14,26
10,2015,8,25,8
6,2003,8,28,22
7,1993,9,151,26
11,1998,8,13,36
11,2000,4,0,36
5,2008,3,10,19
0,2009,7,14,26
9,2014,0,7,9
0,2007,7,5,41
3,2007,8,4,41
8,2001,9,52,32
6,2006,3,48,22
12,1995,3,71,26
3,2009,5,4,21
4,2012,9,25,26
8,2004,2,28,32
4,2008,8,8,16
15,2006,8,10,42
12,1995,8,25,26
4,2006,8,14,25
6,2009,5,3,26
16,2010,6,3,17
12,1999,3,54,26
6,2008,5,32,9
4,2009,0,7,40
6,2004,8,48,4
5,2007,0,4,36
12,1994,0,3,25
13,2005,9,28,34
4,2010,0,11,38
16,2007,11,28,4
18,2004,0,7,35
15,1987,6,10,42
18,2004,9,28,35
3,2005,8,16,13
13,2003,2,30,36
12,2000,2,21,25
6,2002,2,7,22
12,1996,3,14,14
19,2015,0,0,13
0,2008,0,7,18
15,1981,8,135,42
6,2004,8,28,22
8,2004,0,0,32
16,2008,1,23,11
0,2009,5,14,24
3,2009,7,11,42
17,2013,5,5,30
6,2004,5,14,22
5,2013,6,11,21
6,2006,0,129,37
6,2005,5,3,37
13,2005,0,14,6
11,1999,0,7,42
6,2004,8,14,22
6,2005,5,28,37
4,2015,8,32,19
3,2009,4,19,30
6,2002,10,23,22
19,2015,8,32,20
6,2004,8,4,22
13,2005,3,4,30
0,2009,5,25,41
4,2012,8,4,28
5,2013,8,41,14
3,2004,7,7,40
6,2003,8,7,22
13,2006,8,7,33
4,2013,8,12,26
17,2016,6,7,26
12,1996,0,25,26
13,2002,0,7,35
6,2005,6,7,37
0,2009,8,32,19
0,2009,8,58,25
13,2005,8,23,33
8,2003,1,0,26
12,1997,6,29,25
4,2011,2,7,18
12,1999,2,9,7
5,2012,8,48,19
4,2011,6,5,28
13,2006,8,17,33
0,2008,5,5,10
3,2007,5,5,40
4,2007,6,2,36
6,2005,6,25,26
12,2000,4,25,25
12,1996,3,110,25
7,1996,4,68,26
1,1991,4,68,16
11,1997,6,13,35
0,2009,6,0,20
0,2009,5,176,41
5,2010,8,11,18
18,2005,5,28,34
6,2007,11,57,26
12,2001,8,77,24
3,2007,7,5,41
3,2007,7,4,40
16,2009,11,14,19
13,2004,2,28,34
6,2002,0,14,26
12,2000,0,3,24
18,2004,9,99,26
3,2010,8,28,26
18,2003,1,0,34
8,2003,8,28,31
15,2006,4,10,41
6,2003,5,25,26
3,2010,0,177,41
4,2006,8,23,26
5,2012,5,5,26
18,2002,6,21,34
8,2003,8,34,31
4,2012,8,12,28
18,2002,10,0,34
8,2004,8,28,31
6,2005,9,10,36
6,2009,5,3,26
23,1996,10,8,26
0,2007,1,28,40
6,2005,8,25,26
3,2010,7,14,26
6,2002,0,39,21
0,2011,5,5,41
6,2007,8,28,36
16,2007,9,10,19
3,2006,4,0,16
13,2002,7,4,35
0,2009,0,177,41
8,2004,10,0,26
5,2010,3,8,19
9,2011,4,178,20
3,2009,5,2,39
6,2003,8,3,21
11,2001,0,7,41
8,2004,2,7,31
6,2008,8,4,17
12,2001,6,2,24
13,2001,0,7,32
8,2005,7,28,31
14,2013,0,7,1
6,2005,8,32,36
10,2014,2,5,13
3,2010,5,28,41
23,1996,1,8,26
13,2003,0,7,40
14,2016,6,4,22
17,2015,5,179,35
0,2010,0,7,38
6,2003,8,7,21
19,2016,5,1,18
12,2001,0,3,24
10,2014,8,16,16
6,2000,6,21,21
15,1981,8,4,40
6,2004,3,25,21
3,2009,3,70,28
8,2002,1,175,31
8,2003,1,12,18
7,1994,7,24,26
0,2010,0,7,23
5,2010,3,131,12
4,2012,6,2,21
8,2004,5,61,31
6,2009,8,10,15
6,2003,8,117,21
0,2010,8,4,24
4,2007,11,7,35
11,1998,2,39,28
11,1997,1,0,25
14,2012,6,2,15
3,2008,7,5,39
3,2006,1,14,33
0,2006,0,53,40
6,2004,0,3,36
0,2013,0,7,26
6,2003,3,76,21
12,1996,0,3,10
3,2009,10,119,37
6,2001,7,25,9
5,2012,7,14,21
5,2007,8,7,16
16,2006,3,5,17
6,2008,5,7,21
6,2006,3,16,7
14,2006,7,1,2
17,2014,8,19,23
18,2002,0,7,33
0,2009,2,7,39
4,2008,5,32,39
8,2002,0,10,31
19,2012,6,4,21
5,2010,8,32,27
13,2003,5,39,33
3,2009,6,4,37
0,2007,7,5,39
3,2011,8,5,24
6,2009,8,4,21
12,1997,0,42,24
10,2014,8,4,18
6,2005,5,8,21
16,2007,8,32,15
16,2006,2,28,11
3,2006,8,58,39
23,1997,3,8,26
16,2011,11,57,26
18,2002,0,7,33
3,2009,8,58,22
16,2009,8,58,13
3,2008,3,16,23
6,2007,1,23,21
8,2001,3,12,14
5,2009,5,19,24
6,2006,6,21,35
6,2005,0,2,21
18,2003,6,7,33
13,2003,7,7,31
4,2009,5,4,23
6,2003,10,3,21
12,1999,10,3,24
7,1991,8,25,26
12,1998,8,87,24
9,2013,3,70,22
18,2005,0,4,33
4,2011,0,2,15
8,2004,1,0,26
3,2008,1,23,39
0,2007,6,7,34
16,2007,11,14,3
12,1997,7,87,24
6,2003,0,30,21
12,2003,0,64,23
22,2012,3,66,22
3,2010,8,7,20
3,2006,7,5,38
3,2009,8,28,42
12,2001,2,7,23
23,1997,3,180,26
13,2004,0,63,32
8,2005,5,14,30
6,2003,2,28,21
6,2007,8,28,21
6,2002,8,10,21
0,2007,1,8,33
6,2004,2,86,35
4,2010,6,8,19
8,2004,8,5,30
3,2009,9,28,37
8,2004,1,4,30
12,1998,2,181,23
16,2005,0,7,39
12,1999,3,3,26
3,2007,5,182,39
16,2008,9,25,26
13,2002,2,10,35
6,2004,0,14,26
3,2010,10,12,20
6,2003,8,28,21
11,1998,2,39,35
11,2000,0,39,34
11,2001,4,0,34
11,1999,0,14,26
11,2000,6,77,34
18,2004,6,7,32
5,2010,5,31,19
10,2015,8,6,9
6,2008,0,3,35
17,2014,8,32,24
13,2004,7,14,32
18,2004,1,12,32
4,2006,7,5,36
7,1995,0,25,26
8,2004,5,61,30
6,2008,0,4,21
3,2010,5,25,26
18,2005,8,7,32
0,2009,10,176,39
6,2007,11,17,20
3,2009,7,5,35
4,2005,8,8,36
12,2001,8,12,14
0,2008,2,4,39
6,2002,6,20,20
18,2005,4,8,32
6,2005,8,14,18
5,2010,8,5,21
3,2008,7,70,22
12,1998,0,14,2
8,2001,1,28,30
13,2006,6,7,31
0,2007,10,0,18
13,2006,8,28,31
16,2009,8,17,21
16,2010,8,2,39
19,2015,5,0,19
9,2016,8,0,16
5,2010,8,7,13
0,2011,0,25,16
5,2011,9,28,16
13,2004,3,7,31
16,2010,0,8,26
6,2007,8,32,20
12,2000,10,12,17
12,1997,9,12,16
6,2004,5,183,20
16,2007,1,14,22
6,2004,8,39,20
23,1995,9,8,26
5,2009,4,25,26
13,2001,7,17,30
4,2007,6,23,36
6,2003,0,30,20
6,2003,7,14,15
3,2009,8,10,26
9,2013,8,184,26
6,2003,5,3,20
8,2001,10,175,30
6,2003,0,3,20
8,2001,10,5,30
22,2013,5,131,14
14,2006,3,53,24
14,1998,8,21,41
6,2010,0,14,4
21,1999,2,8,26
12,1998,6,4,23
6,2007,8,23,34
14,2007,6,2,1
5,2007,2,28,37
6,2010,0,3,20
12,2000,5,27,23
13,2005,6,5,26
16,2009,9,25,26
12,2000,0,3,23
12,1999,8,2,23
12,2000,0,14,26
5,2015,6,4,16
23,1995,8,25,26
4,2012,8,7,28
16,2009,6,4,17
4,2014,6,6,18
3,2009,10,28,15
4,2015,7,101,21
6,2002,1,28,20
3,2007,5,16,26
3,2008,1,14,31
5,2010,9,147,21
6,2006,8,4,20
16,2007,8,19,27
23,1996,10,8,26
6,2005,10,28,34
0,2009,5,5,28
0,2009,7,7,36
5,2012,8,7,37
12,1996,2,185,23
22,2015,8,19,9
0,2009,5,68,26
16,2009,8,28,24
4,2008,8,4,36
6,2002,10,3,26
0,2011,5,28,36
16,2009,2,28,28
4,2011,7,28,30
12,1997,11,18,23
3,2009,8,17,23
1,1985,4,25,26
11,1999,3,0,10
11,1999,8,103,33
5,2008,0,7,8
6,2002,8,10,20
22,2014,8,19,5
6,2007,3,3,20
12,1997,7,3,13
0,2009,2,74,39
0,2008,0,78,18
4,2010,5,31,24
12,1999,7,93,26
5,2012,8,4,19
14,2014,6,4,14
0,2011,5,28,26
5,2010,5,7,16
6,2009,5,4,15
19,2013,8,0,20
0,2010,8,70,21
4,2006,6,7,35
6,2001,7,138,11
6,2006,5,3,20
18,2002,9,39,31
0,2006,3,4,37
6,2010,8,2,34
16,2010,5,25,26
12,1996,5,89,23
12,1998,0,186,15
6,2008,0,2,34
8,2001,5,14,26
0,2008,2,19,36
4,2010,8,11,21
0,2008,7,7,34
5,2008,9,39,22
4,2011,5,5,28
14,2011,6,2,18
16,2010,5,8,26
6,2009,3,4,23
7,1995,4,0,26
6,2005,1,39,34
7,1994,0,14,26
6,2001,1,5,20
17,2015,6,2,24
4,2011,6,1,26
12,2000,9,7,23
6,2005,8,7,34
14,2012,8,7,2
5,2012,8,12,18
3,2009,8,5,19
3,2009,5,187,38
6,2002,8,4,20
12,2003,5,3,23
12,2001,0,3,23
15,1983,10,10,38
5,2008,5,32,8
9,2014,7,0,26
4,2007,8,5,36
15,1981,8,69,38
0,2010,8,8,17
22,2014,5,8,13
4,2007,11,35,34
18,2003,1,28,31
5,2007,8,4,32
5,2008,0,8,13
9,2006,8,19,18
19,2013,3,16,26
5,2008,1,28,12
2,1997,3,156,26
6,2009,0,2,33
6,2002,5,39,20
6,2006,0,53,20
0,2012,8,4,38
0,2009,5,25,26
5,2014,8,16,10
15,1982,8,8,37
6,2005,3,39,20
18,2003,0,7,31
3,2005,11,0,30
3,2009,8,14,27
6,2008,8,48,26
16,2005,9,28,36
6,2008,8,32,20
8,2005,8,28,28
12,1997,11,3,26
18,2005,11,0,25
12,1999,0,42,22
18,2004,8,28,31
17,2014,5,5,28
7,1994,9,151,26
17,2014,0,7,31
0,2007,8,5,34
0,2009,8,16,22
5,2009,0,56,37
17,2016,0,7,23
23,1995,9,8,26
12,1999,0,42,22
5,2010,8,8,14
6,2008,1,23,12
16,2011,5,25,26
11,1999,2,0,32
11,1997,2,188,32
11,1999,0,30,37
11,1997,9,39,32
6,2001,2,30,20
6,2004,5,10,33
12,1999,1,52,22
4,2010,0,7,27
3,2009,10,80,6
6,2007,2,4,20
6,2005,0,3,33
4,2009,8,17,18
6,2007,0,11,20
14,2010,8,2,17
8,2001,8,28,28
0,2009,8,28,38
13,2005,2,28,32
18,2006,8,39,31
3,2009,8,8,22
18,2004,7,7,24
12,1999,2,7,22
8,2006,3,0,26
8,2004,8,28,28
3,2007,4,21,34
4,2010,0,4,32
4,2009,9,28,20
19,2014,0,0,19
4,2007,8,21,12
12,1999,5,23,22
7,1995,3,119,26
19,2013,1,8,24
5,2008,8,8,17
5,2006,8,14,18
18,2002,6,4,31
13,2001,0,7,35
12,2000,10,3,26
5,2012,7,25,9
6,2003,1,3,19
12,1996,11,18,22
6,2006,7,53,19
5,2010,0,7,22
14,2010,3,7,1
6,2004,11,25,26
18,2004,6,4,31
3,2010,8,19,26
3,2007,3,58,37
4,2015,10,16,17
4,2006,8,21,28
7,1995,3,25,26
4,2010,3,8,23
6,2005,2,130,33
6,2004,9,14,19
5,2013,5,5,17
6,2007,8,2,19
13,2005,8,4,26
5,2013,2,35,7
9,2012,8,19,19
6,2007,2,28,19
5,2015,8,4,15
11,1998,0,7,38
0,2009,0,2,36
5,2011,3,16,17
5,2008,8,8,14
0,2007,0,11,36
3,2008,2,4,37
16,2011,3,37,26
12,2000,2,27,22
12,1997,9,18,22
15,1982,2,139,37
6,2002,6,25,26
8,2003,8,28,28
0,2008,9,99,34
6,2008,0,7,32
16,2011,8,17,14
13,2002,6,8,28
0,2008,3,70,18
8,2002,3,0,26
16,2009,8,28,39
9,2011,0,7,8
3,2008,0,5,36
4,2012,6,2,24
16,2008,0,7,23
15,1981,8,4,37
3,2008,5,4,36
16,2006,1,3,14
12,1998,0,2,22
3,2008,5,28,36
18,2004,5,0,30
10,2013,5,5,18
5,2013,10,14,31
12,2001,3,154,26
9,2012,3,25,18
4,2011,6,28,18
22,2012,2,3,14
3,2009,2,7,22
0,2011,10,0,19
3,2005,1,0,34
4,2010,0,7,18
9,2011,11,5,25
0,2011,5,25,26
14,2005,11,1,26
13,2003,0,7,28
5,2015,0,3,30
8,2004,0,7,28
11,1999,0,30,36
11,2000,9,0,26
11,1998,2,30,31
11,1999,8,77,31
5,2006,8,23,18
18,2005,10,0,23
14,2009,7,5,26
6,2003,5,3,19
0,2008,5,4,36
6,2000,9,5,16
6,2002,8,21,19
0,2010,5,19,37
19,2012,8,4,23
19,2012,5,5,22
7,1991,9,189,26
6,2005,0,4,19
5,2006,3,4,33
3,2009,10,28,24
5,2008,2,12,7
0,2008,7,5,34
6,2003,5,5,19
5,2013,0,7,16
7,1992,9,151,26
4,2013,7,80,22
2,2001,3,57,26
0,2007,10,5,35
9,2011,0,7,36
8,2005,7,7,28
6,2006,1,23,19
5,2014,0,142,35
7,1994,0,25,26
6,2002,2,12,19
13,2005,6,5,28
3,2009,5,190,26
0,2009,0,11,36
6,2007,0,7,19
6,2008,5,14,19
15,1981,8,191,36
12,1999,7,14,26
9,2011,8,48,12
4,2006,8,21,27
3,2009,8,4,20
0,2009,5,124,26
8,2003,0,7,28
3,2007,5,5,38
10,2015,8,41,13
6,2003,8,28,19
9,2013,8,25,5
3,2008,3,8,16
12,1996,0,192,21
5,2009,0,8,9
7,1991,0,0,26
6,2003,3,144,7
2,1998,1,0,26
12,1997,2,13,21
22,2013,3,131,16
12,1998,2,189,26
3,2009,7,5,24
13,2004,0,8,28
6,2007,8,19,19
0,2008,0,56,36
0,2009,3,70,17
6,2007,11,25,26
19,2012,8,19,17
5,2008,5,32,27
0,2009,5,107,26
22,2015,3,25,26
5,2010,0,193,15
8,2005,1,194,27
16,2009,9,25,13
6,2001,0,3,19
18,2002,6,30,30
4,2015,6,4,22
3,2007,7,10,7
6,2002,11,25,26
8,2002,8,5,27
6,2008,0,8,10
6,2002,8,8,19
5,2007,0,7,28
23,1995,3,71,26
9,2011,1,5,11
5,2007,0,7,35
18,2005,9,7,30
5,2014,0,7,21
12,1994,0,3,11
17,2016,2,1,15
0,2009,8,35,12
12,1998,8,21,21
12,2000,11,25,26
6,2005,5,28,19
6,2004,2,89,19
9,2013,10,12,26
18,2003,0,7,28
6,2010,0,7,19
10,2015,3,25,16
8,2004,8,32,27
9,2012,8,14,15
6,2003,11,10,19
3,2006,5,0,31
5,2006,0,2,30
12,1996,8,25,26
6,2002,3,24,7
6,2000,6,14,19
2,1991,3,9,26
0,2009,0,8,13
6,2008,1,2,19
6,2008,8,8,32
6,2008,6,7,21
0,2011,0,4,34
5,2010,9,7,16
16,2010,8,8,18
0,2009,2,35,11
23,1996,7,14,26
12,1999,8,3,21
3,2009,5,4,13
13,2002,8,117,28
6,2007,2,28,32
12,1998,2,13,21
7,1995,11,57,26
16,2007,0,7,14
18,2003,10,0,24
16,2011,5,25,26
9,2012,3,71,12
12,2000,2,3,21
12,1999,0,195,21
19,2012,8,19,26
5,2016,0,7,2
14,2011,8,28,16
10,2014,5,5,19
6,2008,8,4,12
0,2010,7,4,32
15,2006,4,10,35
3,2008,7,5,35
0,2010,5,31,22
15,1982,8,10,35
3,2010,2,4,35
22,2013,8,48,5
6,2004,5,3,18
13,2005,7,14,28
5,2014,9,25,26
6,2010,9,28,24
14,2010,2,7,12
3,2006,1,23,34
9,2011,0,14,11
9,2011,3,144,28
3,2009,3,25,13
0,2009,9,28,31
5,2011,6,8,15
16,2006,8,8,11
18,2004,8,7,28
4,2005,6,4,32
3,2008,10,5,35
15,1986,6,10,35
3,2008,7,5,35
6,2006,9,10,9
3,2009,7,28,35
19,2012,0,5,21
5,2014,6,8,12
3,2008,9,196,19
5,2009,8,14,13
3,2007,1,23,32
12,1997,9,9,26
3,2010,8,116,35
4,2009,5,7,12
6,2008,0,7,16
18,2005,8,4,28
10,2016,10,16,14
4,2007,3,1,18
13,2002,0,1,28
0,2007,0,2,34
4,2006,0,129,34
12,1994,6,3,8
6,2006,7,5,18
0,2009,8,21,17
14,2016,6,5,20
16,2011,3,8,26
3,2008,7,5,34
17,2015,8,19,21
18,2002,1,28,28
6,2003,0,79,18
6,2004,0,4,18
